can,ky_thi,mon,cau,so_y,link,dap_an_1,dap_an_2,tieu_de,sao,chu_de,id
sao + đáp án,R08上,理論,問11,1,https://denken-ou.com/rironr8-1-11/,,,不純物半導体の特徴と不純物の知識に関する空欄穴埋問題,2,電子理論（半導体）,riron:rironr8-1-11
sao + đáp án,R08上,理論,問12,1,https://denken-ou.com/rironr8-1-12/,,,二つの重陽子による核反応に関する空欄穴埋問題,4,電子理論（電子の運動）,riron:rironr8-1-12
sao + đáp án,R08上,理論,問13,1,https://denken-ou.com/rironr8-1-13/,,,電界効果トランジスタの簡易小信号等価回路に関する計算問題,3,電子理論（電子回路）,riron:rironr8-1-13
sao + đáp án,R08上,理論,問14,1,https://denken-ou.com/rironr8-1-14/,,,二電力計法を用いた電力の導出に関する計算問題,3,電気及び電子計測,riron:rironr8-1-14
sao + đáp án,R08上,理論,問15,2,https://denken-ou.com/rironr8-1-15/,,,Δ結線とY結線を組み合わせた平衡三相回路に関する計算問題,3,電気回路（三相交流）,riron:rironr8-1-15
sao + đáp án,R08上,理論,問16,2,https://denken-ou.com/rironr8-1-16/,,,直列接続した直流電圧計の測定可能電圧に関する計算問題,3,電気及び電子計測,riron:rironr8-1-16
sao + đáp án,R08上,理論,問17,2,https://denken-ou.com/rironr8-1-17/,,,環状コイルの最大磁束と電圧・周波数の関係に関する計算問題,2,電磁気（磁気、電磁力）,riron:rironr8-1-17
sao + đáp án,R08上,理論,問18,2,https://denken-ou.com/rironr8-1-18/,,,トランジスタの小信号増幅回路に関する計算問題,5,電子理論（電子回路）,riron:rironr8-1-18
sao + đáp án,R08上,電力,問1,1,https://denken-ou.com/denryokur8-1-1/,,,水力発電所に用いられるダムの種別と特徴に関する論説問題,4,電力水力,denryoku:denryokur8-1-1
sao + đáp án,R08上,電力,問2,1,https://denken-ou.com/denryokur8-1-2/,,,ある地域の想定される理論的包蔵水力に関する計算問題,4,電力水力,denryoku:denryokur8-1-2
sao + đáp án,R08上,電力,問3,1,https://denken-ou.com/denryokur8-1-3/,,,火力発電所の復水器に関する空欄穴埋問題,3,火力,denryoku:denryokur8-1-3
sao + đáp án,R08上,電力,問4,1,https://denken-ou.com/denryokur8-1-4/,,,原子核の質量と原子力発電の原理に関する空欄穴埋問題,2,原子力,denryoku:denryokur8-1-4
sao + đáp án,R08上,電力,問5,1,https://denken-ou.com/denryokur8-1-5/,,,現在活用されている充電池とその特徴に関する空欄穴埋問題,2,新エネルギー発電,denryoku:denryokur8-1-5
sao + đáp án,R08上,電力,問6,1,https://denken-ou.com/denryokur8-1-6/,,,変圧器のV結線方式に関する論説問題,3,変電,denryoku:denryokur8-1-6
sao + đáp án,R08上,電力,問7,1,https://denken-ou.com/denryokur8-1-7/,,,配電線の一般的な保護に関する論説問題,4,配電（知識）,denryoku:denryokur8-1-7
sao + đáp án,R08上,電力,問8,1,https://denken-ou.com/denryokur8-1-8/,,,架空送電線路で用いられる電線の太さを決定する要因に関する論説問題,2,送電,denryoku:denryokur8-1-8
sao + đáp án,R08上,電力,問9,1,https://denken-ou.com/denryokur8-1-9/,,,非接地方式で1線地絡が発生した場合の現象に関する論説問題,2,送電,denryoku:denryokur8-1-9
sao + đáp án,R08上,電力,問10,1,https://denken-ou.com/denryokur8-1-10/,,,地中送電線路の電力ケーブルで発生する損失の特徴に関する論説問題,5,送電（地中送電知識）,denryoku:denryokur8-1-10
sao + đáp án,R08上,電力,問11,1,https://denken-ou.com/denryokur8-1-11/,,,スポットネットワーク方式及び低圧ネットワーク方式に関する論説問題,3,配電（知識）,denryoku:denryokur8-1-11
sao + đáp án,R08上,電力,問12,1,https://denken-ou.com/denryokur8-1-12/,,,変圧器故障発生時を想定した供給可能な総負荷の導出に関する計算問題,3,変電,denryoku:denryokur8-1-12
sao + đáp án,R08上,電力,問13,1,https://denken-ou.com/denryokur8-1-13/,,,単相3線式配電線路の各電圧や電流の導出に関する計算問題,4,配電（計算）,denryoku:denryokur8-1-13
sao + đáp án,R08上,電力,問14,1,https://denken-ou.com/denryokur8-1-14/,,,電気設備に使用される電気絶縁材料に関する論説問題,3,電気材料,denryoku:denryokur8-1-14
sao + đáp án,R08上,電力,問15,2,https://denken-ou.com/denryokur8-1-15/,,,揚水発電所の出力や入力及び効率等運用に関する計算問題,2,電力水力,denryoku:denryokur8-1-15
sao + đáp án,R08上,電力,問16,2,https://denken-ou.com/denryokur8-1-16/,,,架空電線路の径間，電線の長さ及びたるみに関する計算問題,2,送電（計算）,denryoku:denryokur8-1-16
sao + đáp án,R08上,電力,問17,2,https://denken-ou.com/denryokur8-1-17/,,,バランサ接続前後の電流及び線路損失に関する計算問題,3,配電（計算）,denryoku:denryokur8-1-17
sao + đáp án,R08上,機械,問1,1,https://denken-ou.com/kikair8-1-1/,,,いろいろな直流機の特性に関する論説問題,4,直流機,kikai:kikair8-1-1
sao + đáp án,R08上,機械,問2,1,https://denken-ou.com/kikair8-1-2/,,,直流発電機の誘導起電力に関する計算問題,3,直流機,kikai:kikair8-1-2
sao + đáp án,R08上,機械,問3,1,https://denken-ou.com/kikair8-1-3/,,,誘導電動機の速度制御に関する空欄穴埋問題,3,誘導機,kikai:kikair8-1-3
sao + đáp án,R08上,機械,問4,1,https://denken-ou.com/kikair8-1-4/,,,かご形三相誘導電動機の同期ワットの導出に関する計算問題,2,誘導機,kikai:kikair8-1-4
sao + đáp án,R08上,機械,問5,1,https://denken-ou.com/kikair8-1-5/,,,水車発電機とタービン発電機の特徴に関する空欄穴埋問題,2,同期機,kikai:kikair8-1-5
sao + đáp án,R08上,機械,問6,1,https://denken-ou.com/kikair8-1-6/,,,同期発電機の並行運転時の横流に関する計算問題,4,同期機,kikai:kikair8-1-6
sao + đáp án,R08上,機械,問7,1,https://denken-ou.com/kikair8-1-7/,,,交流整流子モータの特徴に関する空欄穴埋問題,4,直流機,kikai:kikair8-1-7
sao + đáp án,R08上,機械,問8,1,https://denken-ou.com/kikair8-1-8/,,,返還負荷法の回路構成に関する選択問題,5,変圧器,kikai:kikair8-1-8
sao + đáp án,R08上,機械,問9,1,https://denken-ou.com/kikair8-1-9/,,,Δ−Δ結線とV−V結線の容量比較に関する計算問題,3,変圧器,kikai:kikair8-1-9
sao + đáp án,R08上,機械,問10,1,https://denken-ou.com/kikair8-1-10/,,,入力波形からの適切な電力変換回路の選定に関する選択問題,3,パワーエレクトロニクス,kikai:kikair8-1-10
sao + đáp án,R08上,機械,問11,1,https://denken-ou.com/kikair8-1-11/,,,物体を巻き上げるのに必要な巻上機の動力に関する計算問題,2,電動機応用,kikai:kikair8-1-11
sao + đáp án,R08上,機械,問12,1,https://denken-ou.com/kikair8-1-12/,,,電気二重層キャパシタの特徴に関する論説問題,3,電気機器,kikai:kikair8-1-12
sao + đáp án,R08上,機械,問13,1,https://denken-ou.com/kikair8-1-13/,,,ブロック線図の伝達関数に関する計算問題,2,自動制御,kikai:kikair8-1-13
sao + đáp án,R08上,機械,問14,1,https://denken-ou.com/kikair8-1-14/,,,2進数，10進数，16進数の関係に関する論説問題,3,情報伝送及び処理,kikai:kikair8-1-14
sao + đáp án,R08上,機械,問15,2,https://denken-ou.com/kikair8-1-15/,,,三相同期電動機のトルクと誘導起電力に関する計算問題,4,同期機,kikai:kikair8-1-15
sao + đáp án,R08上,機械,問16,2,https://denken-ou.com/kikair8-1-16/,,,三相ダイオード全波整流器に関する計算問題,5,パワーエレクトロニクス,kikai:kikair8-1-16
sao + đáp án,R08上,機械,問17,2,https://denken-ou.com/kikair8-1-17/,,,木材の乾燥に要する熱量と時間に関する計算問題,3,電熱,kikai:kikair8-1-17
sao + đáp án,R08上,機械,問18,2,https://denken-ou.com/kikair8-1-18/,,,ブール代数に関する計算問題,4,情報伝送及び処理,kikai:kikair8-1-18
sao + đáp án,R08上,法規,問1,1,https://denken-ou.com/houkir8-1-1/,,,小規模事業用電気工作物の設置の届け出に関する論説問題,3,電気事業法及び施行規則,houki:houkir8-1-1
sao + đáp án,R08上,法規,問2,1,https://denken-ou.com/houkir8-1-2/,,,自家用電気工作物の事故発生時に行う報告に関する空欄穴埋問題,4,電気関係報告規則,houki:houkir8-1-2
sao + đáp án,R08上,法規,問3,1,https://denken-ou.com/houkir8-1-3/,,,サイバーセキュリティの確保に関する空欄穴埋問題,3,電気設備の技術基準を定める省令,houki:houkir8-1-3
sao + đáp án,R08上,法規,問4,1,https://denken-ou.com/houkir8-1-4/,,,変圧器の絶縁耐力試験の試験電圧と試験時間に関する計算問題,2,電気設備技術基準（計算）,houki:houkir8-1-4
sao + đáp án,R08上,法規,問5,1,https://denken-ou.com/houkir8-1-5/,,,風力設備技術基準に規定されている風車に関する空欄穴埋問題,2,風力設備技術基準,houki:houkir8-1-5
sao + đáp án,R08上,法規,問6,1,https://denken-ou.com/houkir8-1-6/,,,地中電線路の施設に関する空欄穴埋問題,2,電気設備技術基準の解釈,houki:houkir8-1-6
sao + đáp án,R08上,法規,問7,1,https://denken-ou.com/houkir8-1-7/,,,分散型電源の系統連系設備に関する空欄穴埋問題,3,電気設備技術基準の解釈,houki:houkir8-1-7
sao + đáp án,R08上,法規,問8,1,https://denken-ou.com/houkir8-1-8/,,,電気使用場所の配線による危険の防止に関する空欄穴埋問題,3,電気設備の技術基準を定める省令,houki:houkir8-1-8
sao + đáp án,R08上,法規,問9,1,https://denken-ou.com/houkir8-1-9/,,,低圧屋内配線の施設場所による工事の種類に関する空欄穴埋問題,4,電気設備技術基準の解釈,houki:houkir8-1-9
sao + đáp án,R08上,法規,問10,1,https://denken-ou.com/houkir8-1-10/,,,高圧受電設備の保守，点検に関する空欄穴埋問題,3,電気施設管理（知識）,houki:houkir8-1-10
sao + đáp án,R08上,法規,問11,2,https://denken-ou.com/houkir8-1-11/,,,変圧器更新による損失の変化に関する計算問題,4,電気施設管理（計算）,houki:houkir8-1-11
sao + đáp án,R08上,法規,問12,2,https://denken-ou.com/houkir8-1-12/,,,一線の絶縁が低下した時の接地線に流れる電流に関する計算問題,4,電気施設管理（計算）,houki:houkir8-1-12
sao + đáp án,R08上,法規,問13,2,https://denken-ou.com/houkir8-1-13/,1,2,高圧進相コンデンサの劣化診断に関する計算問題,4,電気施設管理（計算）,houki:houkir8-1-13
